Date,Ticker,Open,High,Low,Close
09/25/2000,_SPXD,1453.02,1457.36,1436.08,1439.03
09/26/2000,_SPXD,1441.51,1448.04,1425.25,1427.21
09/27/2000,_SPXD,1431.13,1437.22,1419.4399,1426.5699
09/28/2000,_SPXD,1425.72,1461.65,1425.79,1458.29
09/29/2000,_SPXD,1455.3199,1458.29,1436.29,1436.51
10/02/2000,_SPXD,1443.5601,1445.51,1429.75,1436.23
10/03/2000,_SPXD,1441.73,1454.8199,1425.28,1426.46
10/04/2000,_SPXD,1425.41,1439.99,1416.3101,1434.3199
10/05/2000,_SPXD,1434.3199,1444.17,1431.8,1436.28
10/06/2000,_SPXD,1437.55,1443.3,1397.0601,1408.99
10/09/2000,_SPXD,1408.67,1409.6899,1392.48,1402.03
10/10/2000,_SPXD,1399.22,1408.83,1383.85,1387.02
10/11/2000,_SPXD,1378.41,1387.02,1349.67,1364.59
10/12/2000,_SPXD,1370.36,1374.9301,1328.0601,1329.78
10/13/2000,_SPXD,1328.27,1374.17,1326.8101,1374.17
10/16/2000,_SPXD,1373.4399,1379.48,1365.0601,1374.62
10/17/2000,_SPXD,1379.42,1380.99,1342.34,1349.97
10/18/2000,_SPXD,1341.33,1356.65,1305.79,1342.13
10/19/2000,_SPXD,1359.83,1389.9301,1342.13,1388.76
10/20/2000,_SPXD,1385.79,1408.47,1382.1899,1396.9301
10/23/2000,_SPXD,1396.52,1406.96,1387.75,1395.78
10/24/2000,_SPXD,1398.88,1415.64,1388.13,1398.13
10/25/2000,_SPXD,1392.26,1398.13,1362.21,1364.9
10/26/2000,_SPXD,1366.67,1372.72,1337.77,1364.4399
10/27/2000,_SPXD,1369.28,1384.5699,1364.13,1379.58
10/30/2000,_SPXD,1379.58,1406.36,1376.86,1398.66
10/31/2000,_SPXD,1402.01,1432.22,1398.66,1429.4
11/01/2000,_SPXD,1423.1,1429.6,1410.45,1421.22
11/02/2000,_SPXD,1426.7,1433.27,1421.13,1428.3199
11/03/2000,_SPXD,1429.78,1433.21,1420.92,1426.6899
11/06/2000,_SPXD,1429.04,1438.46,1427.72,1432.1899
11/07/2000,_SPXD,1430.83,1436.22,1423.26,1431.87
11/08/2000,_SPXD,1432.41,1437.28,1408.78,1409.28
11/09/2000,_SPXD,1403.64,1409.28,1369.6801,1400.14
11/10/2000,_SPXD,1390.88,1400.14,1365.97,1365.98
11/13/2000,_SPXD,1358.23,1365.98,1328.62,1351.26
11/14/2000,_SPXD,1361.45,1390.0601,1351.26,1382.95
11/15/2000,_SPXD,1383.28,1395.96,1374.75,1389.8101
11/16/2000,_SPXD,1386.09,1394.6801,1370.4,1372.3199
11/17/2000,_SPXD,1372.84,1384.85,1355.55,1367.72
11/20/2000,_SPXD,1359.14,1367.72,1341.67,1342.62
11/21/2000,_SPXD,1343.76,1355.87,1333.62,1347.35
11/22/2000,_SPXD,1343.1801,1347.35,1321.89,1322.36
11/24/2000,_SPXD,1329.2,1343.83,1322.36,1341.77
11/27/2000,_SPXD,1348.41,1362.5,1341.77,1348.97
11/28/2000,_SPXD,1348.1801,1358.8101,1334.97,1336.09
11/29/2000,_SPXD,1336.64,1352.38,1329.28,1341.91
11/30/2000,_SPXD,1329.76,1341.91,1294.9,1314.95
12/01/2000,_SPXD,1319.71,1334.67,1307.02,1315.23
12/04/2000,_SPXD,1317.58,1332.0601,1310.23,1324.97
12/05/2000,_SPXD,1333.9301,1376.5601,1324.97,1376.54
12/06/2000,_SPXD,1374.45,1376.54,1346.15,1351.46
12/07/2000,_SPXD,1346.88,1353.5,1339.26,1343.55
12/08/2000,_SPXD,1353.08,1380.33,1343.55,1369.89
12/11/2000,_SPXD,1371.8101,1389.05,1364.14,1380.2
12/12/2000,_SPXD,1378.4,1380.27,1370.27,1371.1801
12/13/2000,_SPXD,1377.33,1385.8199,1358.48,1359.99
